version,method,interview_id,section_id,section_title,score,rank
mwe,bm25,I00497,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,611.9287501631711,1
mwe,bm25,I00497,S00073,Modalidades del trabajo forzoso,575.1711507736652,2
mwe,bm25,I00497,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,570.049941459935,3
mwe,bm25,I00497,S00122,La imposición del control social de la población civil por el paramilitarismo,537.7870348858507,4
mwe,bm25,I00497,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,513.8813566806496,5
mwe,bm25,I00498,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,476.84486297366084,1
mwe,bm25,I00498,S00122,La imposición del control social de la población civil por el paramilitarismo,463.9086189849428,2
mwe,bm25,I00498,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,456.43104266754034,3
mwe,bm25,I00498,S00073,Modalidades del trabajo forzoso,453.01091369591916,4
mwe,bm25,I00498,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,420.68448404170294,5
mwe,bm25,I00499,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,497.6177954600591,1
mwe,bm25,I00499,S00119,El orden y la disciplina interna de los grupos armados,484.4466505522842,2
mwe,bm25,I00499,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,478.2746607290746,3
mwe,bm25,I00499,S00073,Modalidades del trabajo forzoso,468.3386287938087,4
mwe,bm25,I00499,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,462.72769698137,5
mwe,bm25,I00500,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,603.1308258111723,1
mwe,bm25,I00500,S00122,La imposición del control social de la población civil por el paramilitarismo,566.97963938754,2
mwe,bm25,I00500,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,540.852296766956,3
mwe,bm25,I00500,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,534.2848084460285,4
mwe,bm25,I00500,S00073,Modalidades del trabajo forzoso,530.5105488537919,5
mwe,bm25,I00501,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,216.51595632137605,1
mwe,bm25,I00501,S00026,Entre la indiferencia y la búsqueda,210.06694071609454,2
mwe,bm25,I00501,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,205.9007714151301,3
mwe,bm25,I00501,S00073,Modalidades del trabajo forzoso,202.63378027347326,4
mwe,bm25,I00501,S00052,Las secuelas,196.02163908965792,5
mwe,bm25,I00502,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,440.1203741062039,1
mwe,bm25,I00502,S00073,Modalidades del trabajo forzoso,437.8973866738097,2
mwe,bm25,I00502,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,432.3326811178016,3
mwe,bm25,I00502,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",415.02811458611774,4
mwe,bm25,I00502,S00122,La imposición del control social de la población civil por el paramilitarismo,410.4810953498026,5
mwe,bm25,I00503,S00073,Modalidades del trabajo forzoso,306.4304526017694,1
mwe,bm25,I00503,S00054,Las distintas violencias sexuales en el conflicto armado,274.1190775465774,2
mwe,bm25,I00503,S00052,Las secuelas,266.8363927535552,3
mwe,bm25,I00503,S00122,La imposición del control social de la población civil por el paramilitarismo,265.8521008641295,4
mwe,bm25,I00503,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,262.13339184002314,5
mwe,bm25,I00504,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,511.88477758379565,1
mwe,bm25,I00504,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,469.92917794906623,2
mwe,bm25,I00504,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,461.3937773381523,3
mwe,bm25,I00504,S00132,En el pasado también perseguían el pensamiento y la acción política alternativa,458.1960724458418,4
mwe,bm25,I00504,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,442.2358415964406,5
mwe,bm25,I00505,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,407.6793844212689,1
mwe,bm25,I00505,S00073,Modalidades del trabajo forzoso,391.48502555020247,2
mwe,bm25,I00505,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,390.70233572690046,3
mwe,bm25,I00505,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",374.82902370540535,4
mwe,bm25,I00505,S00119,El orden y la disciplina interna de los grupos armados,369.3145170318656,5
mwe,bm25,I00506,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,240.52872066419647,1
mwe,bm25,I00506,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,233.40728146970054,2
mwe,bm25,I00506,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",219.10635788577005,3
mwe,bm25,I00506,S00141,Agresiones contra desmovilizados,208.50038383233883,4
mwe,bm25,I00506,S00073,Modalidades del trabajo forzoso,206.69887494799394,5
mwe,bm25,I00507,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,597.9801143239331,1
mwe,bm25,I00507,S00073,Modalidades del trabajo forzoso,564.4915640376233,2
mwe,bm25,I00507,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,550.1766859613086,3
mwe,bm25,I00507,S00144,El avance de los grupos armados,545.5087141369111,4
mwe,bm25,I00507,S00122,La imposición del control social de la población civil por el paramilitarismo,542.2864487643561,5
mwe,bm25,I00508,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,386.4332899781632,1
mwe,bm25,I00508,S00133,Más «enemigos» para eliminar: el movimiento sindical y el movimiento social campesino,368.59122634691624,2
mwe,bm25,I00508,S00122,La imposición del control social de la población civil por el paramilitarismo,365.25548354596674,3
mwe,bm25,I00508,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",362.4656190318723,4
mwe,bm25,I00508,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,362.42265436206617,5
mwe,bm25,I00509,S00073,Modalidades del trabajo forzoso,159.87776548360335,1
mwe,bm25,I00509,S00054,Las distintas violencias sexuales en el conflicto armado,140.65933350855244,2
mwe,bm25,I00509,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,134.6288893674733,3
mwe,bm25,I00509,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,134.36590012393697,4
mwe,bm25,I00509,S00122,La imposición del control social de la población civil por el paramilitarismo,132.3457800785857,5
mwe,bm25,I00510,S00122,La imposición del control social de la población civil por el paramilitarismo,359.5557641848614,1
mwe,bm25,I00510,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,346.320634237215,2
mwe,bm25,I00510,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,340.163351502235,3
mwe,bm25,I00510,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",336.08332890600076,4
mwe,bm25,I00510,S00140,Atacar los diálogos para la solución política,331.6098309796553,5
mwe,bm25,I00511,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,230.51447263464377,1
mwe,bm25,I00511,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,229.63971258668613,2
mwe,bm25,I00511,S00112,Impactos,222.07693035687504,3
mwe,bm25,I00511,S00083,Una responsabilidad difusa y oculta,203.89778008007696,4
mwe,bm25,I00511,S00073,Modalidades del trabajo forzoso,203.408958573375,5
mwe,bm25,I00512,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,460.09282348168705,1
mwe,bm25,I00512,S00073,Modalidades del trabajo forzoso,442.687891797549,2
mwe,bm25,I00512,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,434.1451954649995,3
mwe,bm25,I00512,S00122,La imposición del control social de la población civil por el paramilitarismo,427.0617189603723,4
mwe,bm25,I00512,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",426.0923394526182,5
mwe,bm25,I00513,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,1257.8696273390053,1
mwe,bm25,I00513,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",1154.7954055054772,2
mwe,bm25,I00513,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,1124.6379373249545,3
mwe,bm25,I00513,S00140,Atacar los diálogos para la solución política,1092.2895789427357,4
mwe,bm25,I00513,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,1084.1832641047151,5
mwe,bm25,I00514,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,343.06630607946585,1
mwe,bm25,I00514,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,340.4582004039265,2
mwe,bm25,I00514,S00073,Modalidades del trabajo forzoso,337.62899085849244,3
mwe,bm25,I00514,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",310.8158544213721,4
mwe,bm25,I00514,S00140,Atacar los diálogos para la solución política,308.5024401329839,5
mwe,bm25,I00515,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,605.2806175446792,1
mwe,bm25,I00515,S00073,Modalidades del trabajo forzoso,574.0092820406824,2
mwe,bm25,I00515,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,567.3826235184342,3
mwe,bm25,I00515,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,552.8308267714276,4
mwe,bm25,I00515,S00122,La imposición del control social de la población civil por el paramilitarismo,550.032130511191,5
mwe,bm25,I00516,S00026,Entre la indiferencia y la búsqueda,461.71607175827154,1
mwe,bm25,I00516,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,458.0571067759007,2
mwe,bm25,I00516,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,435.3087862776297,3
mwe,bm25,I00516,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,423.2539185751121,4
mwe,bm25,I00516,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,418.8151738853409,5
mwe,bm25,I00517,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,440.13839244548154,1
mwe,bm25,I00517,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,426.32179100142815,2
mwe,bm25,I00517,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,422.70519572022835,3
mwe,bm25,I00517,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",399.8927966122709,4
mwe,bm25,I00517,S00122,La imposición del control social de la población civil por el paramilitarismo,398.4422159201283,5
mwe,bm25,I00518,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,376.298093813575,1
mwe,bm25,I00518,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,371.60676980740834,2
mwe,bm25,I00518,S00073,Modalidades del trabajo forzoso,365.817034416268,3
mwe,bm25,I00518,S00122,La imposición del control social de la población civil por el paramilitarismo,361.4346525223071,4
mwe,bm25,I00518,S00119,El orden y la disciplina interna de los grupos armados,349.52576202685526,5
mwe,bm25,I00519,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,505.03613956133097,1
mwe,bm25,I00519,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,497.8132450587467,2
mwe,bm25,I00519,S00073,Modalidades del trabajo forzoso,477.43417993991216,3
mwe,bm25,I00519,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,448.7625159586133,4
mwe,bm25,I00519,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",447.91289455025486,5
mwe,bm25,I00520,S00073,Modalidades del trabajo forzoso,362.7635035767577,1
mwe,bm25,I00520,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,360.2512738159285,2
mwe,bm25,I00520,S00026,Entre la indiferencia y la búsqueda,347.9721235465614,3
mwe,bm25,I00520,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,342.53720323216334,4
mwe,bm25,I00520,S00054,Las distintas violencias sexuales en el conflicto armado,330.96954434394553,5
mwe,bm25,I00521,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,610.302785081217,1
mwe,bm25,I00521,S00026,Entre la indiferencia y la búsqueda,575.042438842447,2
mwe,bm25,I00521,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,551.0557212173915,3
mwe,bm25,I00521,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,542.5515493477716,4
mwe,bm25,I00521,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,534.5882789882977,5
mwe,bm25,I00522,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,468.7343406209662,1
mwe,bm25,I00522,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,453.2708963884607,2
mwe,bm25,I00522,S00073,Modalidades del trabajo forzoso,446.5806034781237,3
mwe,bm25,I00522,S00119,El orden y la disciplina interna de los grupos armados,433.33537883173284,4
mwe,bm25,I00522,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,416.66420401587203,5
mwe,bm25,I00523,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,626.2328454258968,1
mwe,bm25,I00523,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,601.0344155610892,2
mwe,bm25,I00523,S00073,Modalidades del trabajo forzoso,588.2430700067131,3
mwe,bm25,I00523,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,581.8811606573254,4
mwe,bm25,I00523,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",579.3351667422146,5
mwe,bm25,I00524,S00073,Modalidades del trabajo forzoso,258.13482793880667,1
mwe,bm25,I00524,S00054,Las distintas violencias sexuales en el conflicto armado,234.11907255392381,2
mwe,bm25,I00524,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,226.08812245976677,3
mwe,bm25,I00524,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",222.43701891742003,4
mwe,bm25,I00524,S00122,La imposición del control social de la población civil por el paramilitarismo,216.29201950014777,5
mwe,bm25,I00525,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",444.4922027334186,1
mwe,bm25,I00525,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,396.0529799443817,2
mwe,bm25,I00525,S00026,Entre la indiferencia y la búsqueda,389.107523613205,3
mwe,bm25,I00525,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,367.2269157362444,4
mwe,bm25,I00525,S00034,Las motivaciones del secuestro,355.35999592072926,5
mwe,bm25,I00526,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",659.3833861519976,1
mwe,bm25,I00526,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,530.2978335324033,2
mwe,bm25,I00526,S00140,Atacar los diálogos para la solución política,526.306219344188,3
mwe,bm25,I00526,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,493.2708817385564,4
mwe,bm25,I00526,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,488.58660076122493,5
mwe,bm25,I00527,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,472.627035738278,1
mwe,bm25,I00527,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,463.95509410606985,2
mwe,bm25,I00527,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,436.2599854195703,3
mwe,bm25,I00527,S00132,En el pasado también perseguían el pensamiento y la acción política alternativa,433.97986756183076,4
mwe,bm25,I00527,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",433.7002866468368,5
mwe,bm25,I00528,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,467.0926634699512,1
mwe,bm25,I00528,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,432.3101603050365,2
mwe,bm25,I00528,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",420.63790983171793,3
mwe,bm25,I00528,S00140,Atacar los diálogos para la solución política,380.01486845259774,4
mwe,bm25,I00528,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,377.39059420339737,5
mwe,bm25,I00529,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,366.1633986576603,1
mwe,bm25,I00529,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,356.0490720949405,2
mwe,bm25,I00529,S00073,Modalidades del trabajo forzoso,354.704966437913,3
mwe,bm25,I00529,S00026,Entre la indiferencia y la búsqueda,353.1076476172748,4
mwe,bm25,I00529,S00119,El orden y la disciplina interna de los grupos armados,335.37984173285963,5
mwe,bm25,I00530,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,325.961025555587,1
mwe,bm25,I00530,S00073,Modalidades del trabajo forzoso,316.6554490799339,2
mwe,bm25,I00530,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,295.45571271807495,3
mwe,bm25,I00530,S00054,Las distintas violencias sexuales en el conflicto armado,295.3342054690041,4
mwe,bm25,I00530,S00047,Las finalidades de la tortura,280.401842776091,5
mwe,bm25,I00531,S00073,Modalidades del trabajo forzoso,284.45406928498613,1
mwe,bm25,I00531,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,265.0877940230743,2
mwe,bm25,I00531,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",260.456524045162,3
mwe,bm25,I00531,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,250.99174201615392,4
mwe,bm25,I00531,S00122,La imposición del control social de la población civil por el paramilitarismo,243.20745698361935,5
mwe,bm25,I00532,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,515.4007840190975,1
mwe,bm25,I00532,S00073,Modalidades del trabajo forzoso,512.5995837079681,2
mwe,bm25,I00532,S00054,Las distintas violencias sexuales en el conflicto armado,492.6675952253263,3
mwe,bm25,I00532,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,467.3262215474394,4
mwe,bm25,I00532,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",462.27170457870807,5
mwe,bm25,I00533,S00073,Modalidades del trabajo forzoso,411.7600761020225,1
mwe,bm25,I00533,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,385.52691560144393,2
mwe,bm25,I00533,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,381.28125110363203,3
mwe,bm25,I00533,S00054,Las distintas violencias sexuales en el conflicto armado,360.69977110757344,4
mwe,bm25,I00533,S00110,"«Si no pagábamos, prendían la motosierra»: extorsión",355.0735904788337,5
mwe,bm25,I00534,S00073,Modalidades del trabajo forzoso,477.4039241489263,1
mwe,bm25,I00534,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,419.1657398627797,2
mwe,bm25,I00534,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,415.99359301013135,3
mwe,bm25,I00534,S00122,La imposición del control social de la población civil por el paramilitarismo,411.54773794447317,4
mwe,bm25,I00534,S00054,Las distintas violencias sexuales en el conflicto armado,398.4072184087967,5
mwe,bm25,I00535,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,479.47358775002715,1
mwe,bm25,I00535,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,473.374738585983,2
mwe,bm25,I00535,S00073,Modalidades del trabajo forzoso,472.0652922095047,3
mwe,bm25,I00535,S00026,Entre la indiferencia y la búsqueda,435.70066106453277,4
mwe,bm25,I00535,S00119,El orden y la disciplina interna de los grupos armados,434.28769229221626,5
mwe,bm25,I00536,S00073,Modalidades del trabajo forzoso,577.8213523776669,1
mwe,bm25,I00536,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,538.0550120409284,2
mwe,bm25,I00536,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,518.6724044930204,3
mwe,bm25,I00536,S00054,Las distintas violencias sexuales en el conflicto armado,483.4569207920096,4
mwe,bm25,I00536,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,476.3348480014861,5
mwe,bm25,I00537,S00073,Modalidades del trabajo forzoso,317.0295774668725,1
mwe,bm25,I00537,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,308.96082102900414,2
mwe,bm25,I00537,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,307.6778938513749,3
mwe,bm25,I00537,S00119,El orden y la disciplina interna de los grupos armados,304.84856145092175,4
mwe,bm25,I00537,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",304.3438875248231,5
mwe,bm25,I00538,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,713.3773811670901,1
mwe,bm25,I00538,S00073,Modalidades del trabajo forzoso,659.6697528077958,2
mwe,bm25,I00538,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,653.4726850706611,3
mwe,bm25,I00538,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,633.3113157954949,4
mwe,bm25,I00538,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,608.7877726191077,5
mwe,bm25,I00539,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,715.926524187946,1
mwe,bm25,I00539,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,669.0865336890705,2
mwe,bm25,I00539,S00119,El orden y la disciplina interna de los grupos armados,667.6933567813593,3
mwe,bm25,I00539,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,631.3788240627281,4
mwe,bm25,I00539,S00144,El avance de los grupos armados,627.6468206990893,5
mwe,bm25,I00540,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,338.2667307403276,1
mwe,bm25,I00540,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,330.1125927747946,2
mwe,bm25,I00540,S00073,Modalidades del trabajo forzoso,322.67479302486583,3
mwe,bm25,I00540,S00122,La imposición del control social de la población civil por el paramilitarismo,298.0013143036458,4
mwe,bm25,I00540,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",288.3294574309352,5
mwe,bm25,I00541,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,703.9631166080002,1
mwe,bm25,I00541,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",666.0792018940099,2
mwe,bm25,I00541,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,655.600369484066,3
mwe,bm25,I00541,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",642.1816037347522,4
mwe,bm25,I00541,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,641.5881009580496,5
mwe,bm25,I00542,S00073,Modalidades del trabajo forzoso,305.672961727588,1
mwe,bm25,I00542,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,277.7581517963641,2
mwe,bm25,I00542,S00054,Las distintas violencias sexuales en el conflicto armado,272.1689289130007,3
mwe,bm25,I00542,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,265.3423571520775,4
mwe,bm25,I00542,S00122,La imposición del control social de la población civil por el paramilitarismo,256.2416496043435,5
mwe,bm25,I00543,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,760.1323488857004,1
mwe,bm25,I00543,S00073,Modalidades del trabajo forzoso,707.5386636093926,2
mwe,bm25,I00543,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",690.0780422289065,3
mwe,bm25,I00543,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,686.0612630598301,4
mwe,bm25,I00543,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,680.2769506567306,5
mwe,bm25,I00544,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,500.3209494773333,1
mwe,bm25,I00544,S00073,Modalidades del trabajo forzoso,460.2886923618926,2
mwe,bm25,I00544,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,449.0911117136869,3
mwe,bm25,I00544,S00122,La imposición del control social de la población civil por el paramilitarismo,427.3098330307165,4
mwe,bm25,I00544,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",419.2740230477911,5
mwe,bm25,I00545,S00073,Modalidades del trabajo forzoso,383.59536436864386,1
mwe,bm25,I00545,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,376.62606829699126,2
mwe,bm25,I00545,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,362.6963727205905,3
mwe,bm25,I00545,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",357.4946333829715,4
mwe,bm25,I00545,S00052,Las secuelas,334.8716108414147,5
mwe,bm25,I00546,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,995.785739618675,1
mwe,bm25,I00546,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,986.1858231244647,2
mwe,bm25,I00546,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,983.6017455548616,3
mwe,bm25,I00546,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,963.5835849956858,4
mwe,bm25,I00546,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",957.5145395387191,5
mwe,bm25,I00547,S00122,La imposición del control social de la población civil por el paramilitarismo,645.2182030518322,1
mwe,bm25,I00547,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,630.7217716602113,2
mwe,bm25,I00547,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,624.3527966062965,3
mwe,bm25,I00547,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,623.2255113099125,4
mwe,bm25,I00547,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,622.9201863916952,5
mwe,bm25,I00548,S00073,Modalidades del trabajo forzoso,305.7769721321977,1
mwe,bm25,I00548,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",295.7001447650446,2
mwe,bm25,I00548,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,295.38543499050814,3
mwe,bm25,I00548,S00119,El orden y la disciplina interna de los grupos armados,284.7289402319036,4
mwe,bm25,I00548,S00054,Las distintas violencias sexuales en el conflicto armado,277.6622859891332,5
mwe,bm25,I00549,S00054,Las distintas violencias sexuales en el conflicto armado,449.7444018071331,1
mwe,bm25,I00549,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,446.5209796881068,2
mwe,bm25,I00549,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,435.0706480223086,3
mwe,bm25,I00549,S00073,Modalidades del trabajo forzoso,429.0143317675728,4
mwe,bm25,I00549,S00119,El orden y la disciplina interna de los grupos armados,406.0920494670104,5
mwe,bm25,I00550,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,673.8043170235483,1
mwe,bm25,I00550,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",636.5313388055956,2
mwe,bm25,I00550,S00073,Modalidades del trabajo forzoso,633.1256081827913,3
mwe,bm25,I00550,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,622.1240103168718,4
mwe,bm25,I00550,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",607.0129380800702,5
mwe,bm25,I00551,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,934.4689751168901,1
mwe,bm25,I00551,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,910.1860109358663,2
mwe,bm25,I00551,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,873.5770452152935,3
mwe,bm25,I00551,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",872.631887581729,4
mwe,bm25,I00551,S00073,Modalidades del trabajo forzoso,860.9962517677457,5
mwe,bm25,I00552,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,640.4701521584866,1
